return_id,item_id,order_id,return_date,reason,refund_amount
RET-000051,ITEM-00050940,ORD-0006407,2024-11-05,Changed Mind,551.7
RET-000052,ITEM-00004515,ORD-0008127,2025-01-26,Damaged,172.6
RET-000053,ITEM-00054973,ORD-0014556,2023-03-13,WrongItem,273.1
RET-000054,ITEM-00066562,ORD-0022744,2023-12-18,Changed Mind,287.56
RET-000055,ITEM-00057849,ORD-0021747,2022-08-03,Late Delivery,683.34
RET-000056,ITEM-00051241,ORD-0016857,2024-07-15,Damaged,641.07
RET-000057,ITEM-00054026,ORD-0019969,2023-06-03,Changed Mind,731.56
RET-000058,ITEM-00005759,ORD-0016617,2023-09-23,Damaged,354.12
RET-000059,ITEM-00000457,ORD-0024987,2023-11-24,Late Delivery,255.96
RET-000060,ITEM-00015243,ORD-0020903,2022-09-29,Late Delivery,548.46
RET-000061,ITEM-00030972,ORD-0007697,2023-10-12,Damaged,235.17
RET-000062,ITEM-00057826,ORD-0015620,2024-05-05,Not as Described,64.95
RET-000063,ITEM-00041985,ORD-0018695,2022-12-07,Damaged,25.1
RET-000064,ITEM-00044816,ORD-0006208,2024-10-26,Not as Described,190.44
RET-000065,ITEM-00037623,ORD-0021477,2023-10-22,Changed Mind,185.92
RET-000066,ITEM-00025299,ORD-0007421,2022-03-11,WrongItem,64.66
RET-000067,ITEM-00065905,ORD-0018286,2024-07-19,Late Delivery,248.6
RET-000068,ITEM-00017439,ORD-0004695,2022-11-16,Changed Mind,245.61
RET-000069,ITEM-00002915,ORD-0011115,2023-06-10,Damaged,998.16
RET-000070,ITEM-00044387,ORD-0009624,2022-11-06,WrongItem,786.36
RET-000071,ITEM-00047869,ORD-0001926,2022-09-21,Damaged,661.71
RET-000072,ITEM-00042083,ORD-0021834,2023-01-26,Not as Described,148.0
RET-000073,ITEM-00046196,ORD-0020103,2023-02-23,WrongItem,81.16
RET-000074,ITEM-00051587,ORD-0022195,2023-09-10,WrongItem,457.64
RET-000075,ITEM-00046309,ORD-0006840,2024-03-17,Damaged,456.4
RET-000076,ITEM-00004433,ORD-0019869,2022-10-24,Changed Mind,19.16
RET-000077,ITEM-00002395,ORD-0006850,2022-06-05,WrongItem,380.4
RET-000078,ITEM-00046672,ORD-0008180,2022-12-05,Not as Described,54.63
RET-000079,ITEM-00050386,ORD-0003020,2024-05-09,Not as Described,621.21
RET-000080,ITEM-00060613,ORD-0004013,2022-11-15,WrongItem,73.4
RET-000081,ITEM-00062025,ORD-0005886,2023-09-09,Late Delivery,277.48
RET-000082,ITEM-00065883,ORD-0010964,2022-11-06,Damaged,725.75
RET-000083,ITEM-00053765,ORD-0015972,2023-09-19,Damaged,102.78
RET-000084,ITEM-00036975,ORD-0007139,2023-03-05,Not as Described,99.14
RET-000085,ITEM-00036090,ORD-0013351,2023-09-10,WrongItem,223.32
RET-000086,ITEM-00056521,ORD-0011637,2023-05-11,WrongItem,264.48
RET-000087,ITEM-00018996,ORD-0009580,2022-08-01,Late Delivery,1216.2
RET-000088,ITEM-00059164,ORD-0013187,2024-04-07,Not as Described,257.4
RET-000089,ITEM-00028871,ORD-0002895,2023-03-02,WrongItem,106.66
RET-000090,ITEM-00000981,ORD-0001471,2022-11-24,WrongItem,74.04
RET-000091,ITEM-00015149,ORD-0018706,2022-06-08,Not as Described,622.88
RET-000092,ITEM-00064219,ORD-0009727,2022-05-07,Not as Described,264.58
RET-000093,ITEM-00037556,ORD-0024768,2023-10-13,Late Delivery,12.5
RET-000094,ITEM-00029214,ORD-0016702,2022-09-10,Late Delivery,110.16
RET-000095,ITEM-00021607,ORD-0016086,2023-12-24,Changed Mind,-265.84
RET-000096,ITEM-00060341,ORD-0002565,2023-09-15,Changed Mind,215.03
RET-000097,ITEM-00057366,ORD-0015863,2022-06-21,WrongItem,213.53
RET-000098,ITEM-00014209,ORD-0018441,2023-06-15,Damaged,836.56
RET-000099,ITEM-00028870,ORD-0008217,2024-03-28,Changed Mind,243.11
RET-000100,ITEM-00015250,ORD-0021851,2024-07-19,WrongItem,126.08
RET-000101,ITEM-00027229,ORD-0010407,2023-10-10,Damaged,195.25
RET-000102,ITEM-00056802,ORD-0012116,2024-03-07,Not as Described,1078.55
RET-000103,ITEM-00051176,ORD-0006116,2024-04-18,WrongItem,346.58
RET-000104,ITEM-00009499,ORD-0000589,2024-05-05,Not as Described,222.03
RET-000105,ITEM-00053045,ORD-0009033,2022-02-20,Damaged,106.84
RET-000106,ITEM-00069254,ORD-0008453,2025-01-08,Damaged,252.8
RET-000107,ITEM-00028698,ORD-0011819,2022-11-26,Damaged,410.94
RET-000108,ITEM-00038523,ORD-0023118,2022-09-22,WrongItem,255.42
RET-000109,ITEM-00003374,ORD-0000574,2023-07-09,Not as Described,172.25
RET-000110,ITEM-00040802,ORD-0005078,2022-10-19,Changed Mind,325.98
RET-000111,ITEM-00050327,ORD-0000495,2023-02-20,Late Delivery,365.61
RET-000112,ITEM-00018572,ORD-0008486,2022-12-02,Not as Described,212.88
RET-000113,ITEM-00069903,ORD-0013677,2022-10-10,Damaged,159.6
RET-000114,ITEM-00034373,ORD-0011248,2022-11-09,Changed Mind,157.58
RET-000115,ITEM-00003843,ORD-0013125,2022-08-20,Damaged,1195.3
RET-000116,ITEM-00056851,ORD-0021444,2022-03-20,WrongItem,389.12
RET-000117,ITEM-00068469,ORD-0024822,2022-04-19,WrongItem,385.46
RET-000118,ITEM-00024537,ORD-0014958,2024-03-18,Late Delivery,227.2
RET-000119,ITEM-00062521,ORD-0007847,2022-11-15,WrongItem,168.9
RET-000120,ITEM-00057265,ORD-0009741,2025-01-24,Late Delivery,126.12
RET-000121,ITEM-00029587,ORD-0003228,2024-05-07,Damaged,306.48
RET-000122,ITEM-00019557,ORD-0012944,2024-06-19,Damaged,174.06
RET-000123,ITEM-00012286,ORD-0016985,2024-12-20,WrongItem,249.5
RET-000124,ITEM-00018095,ORD-0008880,2024-09-04,Not as Described,189.76
RET-000125,ITEM-00019992,ORD-0011845,2024-11-20,Not as Described,73.85
RET-000126,ITEM-00002664,ORD-0023275,2024-12-07,Changed Mind,221.31
RET-000127,ITEM-00061498,ORD-0006704,2022-07-17,Late Delivery,249.8
RET-000128,ITEM-00051175,ORD-0007587,2025-01-22,WrongItem,43.25
RET-000129,ITEM-00067207,ORD-0009377,2024-05-10,Changed Mind,327.75
RET-000130,ITEM-00062176,ORD-0019749,2024-07-30,Late Delivery,679.62
RET-000131,ITEM-00003826,ORD-0014303,2023-08-18,Damaged,494.43
RET-000132,ITEM-00064946,ORD-0023082,2024-10-25,Not as Described,526.6
RET-000133,ITEM-00021998,ORD-0021489,2024-09-14,WrongItem,40.14
RET-000134,ITEM-00022685,ORD-0006554,2024-04-14,Late Delivery,788.15
RET-000135,ITEM-00045300,ORD-0017037,2023-09-04,Not as Described,924.7
RET-000136,ITEM-00027861,ORD-0010193,2023-07-20,Not as Described,640.76
RET-000137,ITEM-00016440,ORD-0005585,2023-12-15,WrongItem,948.44
RET-000138,ITEM-00062303,ORD-0005372,2024-02-23,Changed Mind,60.86
RET-000139,ITEM-00012335,ORD-0002160,2022-07-31,Changed Mind,478.72
RET-000140,ITEM-00054579,ORD-0018760,2024-11-06,Late Delivery,470.16
RET-000141,ITEM-00027343,ORD-0012443,2024-05-14,Damaged,692.52
RET-000142,ITEM-00012536,ORD-0021708,2024-12-29,WrongItem,187.41
RET-000143,ITEM-00028883,ORD-0001278,2024-08-13,Late Delivery,123.76
RET-000144,ITEM-00026261,ORD-0023637,2023-08-02,Damaged,487.2
RET-000145,ITEM-00030642,ORD-0005557,2022-05-30,Changed Mind,37.36
RET-000146,ITEM-00061437,ORD-0002197,2024-03-12,WrongItem,584.65
RET-000147,ITEM-00046450,ORD-0024093,2022-07-19,Not as Described,598.4
RET-000148,ITEM-00047706,ORD-0020332,2022-09-23,Late Delivery,153.74
RET-000149,ITEM-00051071,ORD-0019937,2024-01-15,Damaged,207.53
RET-000150,ITEM-00020025,ORD-0002548,2022-06-26,WrongItem,331.0
RET-000151,ITEM-00018885,ORD-0012339,2022-04-12,WrongItem,1189.7
RET-000152,ITEM-00001650,ORD-0009421,2022-07-01,Not as Described,377.62
RET-000153,ITEM-00038093,ORD-0005140,2022-02-17,WrongItem,593.12
RET-000154,ITEM-00025216,ORD-0007940,2022-07-19,WrongItem,639.72
RET-000155,ITEM-00012539,ORD-0000485,2024-05-09,Damaged,1234.7
RET-000156,ITEM-00022376,ORD-0009543,2022-05-27,Not as Described,218.29
RET-000157,ITEM-00006807,ORD-0010724,2022-07-24,WrongItem,110.48
RET-000158,ITEM-00042886,ORD-0023271,2024-08-19,Damaged,263.4
RET-000159,ITEM-00017187,ORD-0009999,2022-02-06,Not as Described,924.92
RET-000160,ITEM-00058461,ORD-0021838,2024-11-01,Not as Described,553.53
RET-000161,ITEM-00069691,ORD-0006805,2023-05-08,Changed Mind,767.55
RET-000162,ITEM-00009321,ORD-0022701,2023-04-23,Not as Described,391.9
RET-000163,ITEM-00061663,ORD-0011784,2023-01-11,WrongItem,426.16
RET-000164,ITEM-00043249,ORD-0002252,2023-10-04,Not as Described,35.55
RET-000165,ITEM-00040614,ORD-0018957,2022-03-19,Damaged,340.94
RET-000166,ITEM-00025386,ORD-0000695,2024-08-21,WrongItem,517.36
RET-000167,ITEM-00012290,ORD-0008651,2024-05-19,Late Delivery,248.64
RET-000168,ITEM-00044651,ORD-0024808,2023-07-30,Changed Mind,-74.05
RET-000169,ITEM-00040522,ORD-0000963,2024-02-22,WrongItem,373.98
RET-000170,ITEM-00045392,ORD-0020112,2022-08-05,Late Delivery,649.6
RET-000171,ITEM-00022165,ORD-0016055,2023-10-04,Not as Described,316.18
RET-000172,ITEM-00040592,ORD-0010227,2022-03-31,Damaged,310.96
RET-000173,ITEM-00014134,ORD-0001877,2022-07-08,Not as Described,416.16
RET-000174,ITEM-00060025,ORD-0013597,2023-03-07,Damaged,512.9
RET-000175,ITEM-00053294,ORD-0016049,2023-09-06,WrongItem,143.4
RET-000176,ITEM-00000854,ORD-0005819,2024-02-16,Changed Mind,934.65
RET-000177,ITEM-00049018,ORD-0018123,2022-07-26,Not as Described,68.82
RET-000178,ITEM-00021921,ORD-0002387,2022-10-16,Not as Described,202.46
RET-000179,ITEM-00025746,ORD-0013703,2023-01-11,WrongItem,346.28
RET-000180,ITEM-00033549,ORD-0006928,2023-05-10,WrongItem,339.32
RET-000181,ITEM-00007578,ORD-0011581,2024-06-28,Damaged,110.84
RET-000182,ITEM-00023150,ORD-0010045,2024-03-20,Not as Described,166.18
RET-000183,ITEM-00017928,ORD-0018018,2023-02-20,Late Delivery,323.44
RET-000184,ITEM-00059887,ORD-0017436,2022-06-22,Late Delivery,392.75
RET-000185,ITEM-00029866,ORD-0006751,2024-06-04,Not as Described,132.96
RET-000186,ITEM-00012677,ORD-0015230,2023-04-13,Changed Mind,118.24
RET-000187,ITEM-00027389,ORD-0020463,2024-10-21,Changed Mind,334.46
RET-000188,ITEM-00062203,ORD-0010751,2024-05-19,Changed Mind,168.4
RET-000189,ITEM-00004463,ORD-0004863,2023-06-24,Damaged,110.77
RET-000190,ITEM-00052434,ORD-0020338,2024-06-02,WrongItem,118.98
RET-000191,ITEM-00010389,ORD-0002350,2022-12-30,WrongItem,134.16
RET-000192,ITEM-00040512,ORD-0007537,2023-05-31,Not as Described,965.56
RET-000193,ITEM-00056157,ORD-0017105,2023-09-15,Not as Described,147.61
RET-000194,ITEM-00061669,ORD-0005986,2024-08-18,Not as Described,27.78
RET-000195,ITEM-00061287,ORD-0019892,2024-07-29,Late Delivery,180.14
RET-000196,ITEM-00036552,ORD-0011774,2024-02-07,Not as Described,218.76
RET-000197,ITEM-00052563,ORD-0009263,2023-11-29,WrongItem,671.04
RET-000198,ITEM-00041220,ORD-0014546,2022-09-22,Changed Mind,141.18
RET-000199,ITEM-00063359,ORD-0013756,2024-11-21,Late Delivery,298.38
RET-000200,ITEM-00037792,ORD-0004007,2023-05-24,Damaged,254.73
RET-000201,ITEM-00037853,ORD-0014249,2023-07-10,WrongItem,342.8
RET-000202,ITEM-00054480,ORD-0021189,2023-06-18,WrongItem,623.31
RET-000203,ITEM-00026066,ORD-0007721,2023-03-30,Late Delivery,349.16
RET-000204,ITEM-00054226,ORD-0013681,2024-08-21,WrongItem,1053.2
RET-000205,ITEM-00048589,ORD-0000104,2022-04-05,Damaged,1091.3
RET-000206,ITEM-00063476,ORD-0004547,2022-12-30,Not as Described,216.57
RET-000207,ITEM-00036653,ORD-0003632,2023-10-13,Late Delivery,100.28
RET-000208,ITEM-00037541,ORD-0006843,2025-01-02,Changed Mind,426.36
RET-000209,ITEM-00064208,ORD-0020420,2024-02-28,Late Delivery,193.6
RET-000210,ITEM-00000386,ORD-0004238,2025-01-11,Damaged,441.6
RET-000211,ITEM-00067297,ORD-0009613,2022-12-21,Damaged,700.32
RET-000212,ITEM-00051532,ORD-0008636,2022-12-31,Damaged,460.04
RET-000213,ITEM-00018522,ORD-0024984,2022-04-30,Not as Described,166.86
RET-000214,ITEM-00000383,ORD-0022224,2022-10-03,Damaged,204.55
RET-000215,ITEM-00001477,ORD-0008181,2024-03-31,Damaged,297.42
RET-000216,ITEM-00017416,ORD-0004237,2022-02-19,WrongItem,185.12
RET-000217,ITEM-00042755,ORD-0002266,2024-02-23,,1167.15
RET-000218,ITEM-00037945,ORD-0000508,2022-10-31,Damaged,154.62
RET-000219,ITEM-00007685,ORD-0024569,2023-09-10,Damaged,478.08
RET-000220,ITEM-00069054,ORD-0006856,2024-11-18,Damaged,997.92
RET-000221,ITEM-00050241,ORD-0014608,2022-04-04,Late Delivery,29.72
RET-000222,ITEM-00021385,ORD-0010963,2023-10-27,Late Delivery,995.16
RET-000223,ITEM-00007292,ORD-0008910,2024-05-18,WrongItem,657.72
RET-000224,ITEM-00024951,ORD-0005515,2022-03-17,Late Delivery,92.28
RET-000225,ITEM-00024590,ORD-0014125,2022-09-28,Late Delivery,181.9
RET-000226,ITEM-00016023,ORD-0017239,2022-03-18,Not as Described,590.46
RET-000227,ITEM-00029562,ORD-0024570,2022-02-12,Changed Mind,429.36
RET-000228,ITEM-00026506,ORD-0000390,2024-09-20,WrongItem,43.9
RET-000229,ITEM-00039324,ORD-0000662,2023-04-18,Not as Described,75.65
RET-000230,ITEM-00047904,ORD-0020728,2022-06-04,Damaged,28.48
RET-000231,ITEM-00032874,ORD-0008576,2022-11-30,Damaged,437.7
RET-000232,ITEM-00056510,ORD-0024700,2023-10-06,Changed Mind,116.74
RET-000233,ITEM-00022858,ORD-0021589,2024-03-21,Changed Mind,243.72
RET-000234,ITEM-00001193,ORD-0013676,2023-01-25,Changed Mind,208.64
RET-000235,ITEM-00054823,ORD-0019375,2023-04-07,Not as Described,254.88
RET-000236,ITEM-00055504,ORD-0011698,2024-12-07,Late Delivery,183.52
RET-000237,ITEM-00022021,ORD-0015831,2024-03-17,Changed Mind,421.75
RET-000238,ITEM-00004985,ORD-0011421,2024-07-15,Late Delivery,103.31
RET-000239,ITEM-00024305,ORD-0024570,2024-11-25,Not as Described,217.16
RET-000240,ITEM-00064233,ORD-0021721,2022-10-22,Damaged,590.2
RET-000241,ITEM-00010548,ORD-0001091,2023-08-07,Not as Described,1238.5
RET-000242,ITEM-00000111,ORD-0016900,2023-03-14,WrongItem,458.0
RET-000243,ITEM-00066128,ORD-0023151,2022-02-27,Not as Described,1042.15
RET-000244,ITEM-00042619,ORD-0011296,2023-09-16,Late Delivery,41.38
RET-000245,ITEM-00029651,ORD-0002879,2022-12-17,Not as Described,60.15
RET-000246,ITEM-00026785,ORD-0022143,2024-03-02,Changed Mind,165.6
RET-000247,ITEM-00048144,ORD-0001191,2022-08-06,Damaged,103.98
RET-000248,ITEM-00005576,ORD-0016686,2023-09-11,Late Delivery,240.96
RET-000249,ITEM-00040051,ORD-0008980,2023-07-28,Late Delivery,474.1
RET-000250,ITEM-00041284,ORD-0015534,2022-10-15,Late Delivery,68.26
RET-000251,ITEM-00011469,ORD-0010597,2022-10-19,Damaged,160.55
RET-000252,ITEM-00014757,ORD-0006355,2024-05-16,WrongItem,150.32
RET-000253,ITEM-00044946,ORD-0012213,2024-09-12,Not as Described,432.2
RET-000254,ITEM-00010760,ORD-0015757,2023-01-11,Late Delivery,386.72
RET-000255,ITEM-00061215,ORD-0012564,2023-12-21,Damaged,278.4
RET-000256,ITEM-00065243,ORD-0021343,2024-11-02,WrongItem,489.05
RET-000257,ITEM-00043936,ORD-0020567,2023-08-22,Not as Described,501.6
RET-000258,ITEM-00007736,ORD-0010372,2022-11-25,Late Delivery,293.01
RET-000259,ITEM-00010125,ORD-0006638,2023-07-05,WrongItem,810.55
RET-000260,ITEM-00028403,ORD-0015105,2024-12-10,Not as Described,45.31
RET-000261,ITEM-00056960,ORD-0021352,2022-05-04,Late Delivery,198.72
RET-000262,ITEM-00001796,ORD-0020600,2024-03-21,Damaged,270.62
RET-000263,ITEM-00035256,ORD-0006701,2022-10-16,WrongItem,794.24
RET-000264,ITEM-00048417,ORD-0014917,2024-09-12,Changed Mind,966.0
RET-000265,ITEM-00067631,ORD-0019179,2022-02-27,Not as Described,430.1
RET-000266,ITEM-00066682,ORD-0005429,2022-03-19,Late Delivery,39.3
RET-000267,ITEM-00047558,ORD-0020450,2022-04-21,Late Delivery,119.32
RET-000268,ITEM-00051745,ORD-0016511,2022-04-20,WrongItem,96.6
RET-000269,ITEM-00049982,ORD-0015308,2024-08-05,Not as Described,522.05
RET-000270,ITEM-00016628,ORD-0011399,2023-01-11,WrongItem,50.95
RET-000271,ITEM-00057971,ORD-0004217,2024-09-23,Damaged,930.5
RET-000272,ITEM-00013915,ORD-0004695,2024-10-08,Damaged,497.67
RET-000273,ITEM-00062494,ORD-0007092,2022-09-27,Not as Described,246.35
RET-000274,ITEM-00055452,ORD-0003599,2022-07-20,Changed Mind,336.04
RET-000275,ITEM-00066154,ORD-0005539,2023-08-05,Late Delivery,9.01
RET-000276,ITEM-00049775,ORD-0010553,2022-08-28,Not as Described,193.8
RET-000277,ITEM-00044784,ORD-0023749,2022-04-30,Changed Mind,1227.3
RET-000278,ITEM-00005350,ORD-0000332,2024-11-27,Late Delivery,33.58
RET-000279,ITEM-00021326,ORD-0003349,2024-03-19,Late Delivery,46.5
RET-000280,ITEM-00015783,ORD-0006961,2022-03-06,Not as Described,491.7
RET-000281,ITEM-00009537,ORD-0023261,2022-02-23,WrongItem,508.75
RET-000282,ITEM-00056265,ORD-0001478,2024-07-31,Changed Mind,385.26
RET-000283,ITEM-00019256,ORD-0022096,2022-09-16,Late Delivery,204.37
RET-000284,ITEM-00059136,ORD-0009160,2022-02-28,Damaged,123.76
RET-000285,ITEM-00025644,ORD-0024166,2024-04-05,Changed Mind,415.16
RET-000286,ITEM-00052328,ORD-0020523,2024-07-20,Late Delivery,448.84
RET-000287,ITEM-00038283,ORD-0020346,2022-11-01,Changed Mind,142.12
RET-000288,ITEM-00017456,ORD-0012196,2023-10-17,Not as Described,210.04
RET-000289,ITEM-00064247,ORD-0004645,2023-01-04,Changed Mind,10.0
RET-000290,ITEM-00007673,ORD-0015857,2023-02-04,WrongItem,243.28
RET-000291,ITEM-00017865,ORD-0005770,2024-12-23,Not as Described,52.98
RET-000292,ITEM-00014013,ORD-0001683,2022-11-25,Damaged,69.04
RET-000293,ITEM-00029599,ORD-0011482,2023-03-22,Late Delivery,263.25
RET-000294,ITEM-00010323,ORD-0020857,2022-11-22,Not as Described,302.37
RET-000295,ITEM-00006114,ORD-0004832,2025-03-21,WrongItem,79.34
RET-000296,ITEM-00019978,ORD-0019916,2024-07-27,Damaged,390.0
RET-000297,ITEM-00025507,ORD-0008332,2025-01-29,Not as Described,186.7
RET-000298,ITEM-00001714,ORD-0018826,2023-08-06,Not as Described,320.52
RET-000299,ITEM-00004836,ORD-0010189,2022-10-19,Damaged,145.56
RET-000300,ITEM-00032079,ORD-0014382,2023-12-11,WrongItem,432.72
RET-000301,ITEM-00012983,ORD-0005141,2023-04-07,Changed Mind,25.04
RET-000302,ITEM-00020179,ORD-0015134,2023-05-19,Changed Mind,631.56
RET-000303,ITEM-00006577,ORD-0020747,2023-05-09,Late Delivery,690.3
RET-000304,ITEM-00029647,ORD-0022827,2023-07-21,Not as Described,622.68
RET-000305,ITEM-00027603,ORD-0012569,2023-04-17,Not as Described,593.22
RET-000306,ITEM-00030720,ORD-0007617,2023-04-01,Late Delivery,310.74
RET-000307,ITEM-00001532,ORD-0009523,2024-07-10,Changed Mind,339.04
RET-000308,ITEM-00014636,ORD-0024612,2022-08-08,Late Delivery,49.04
RET-000309,ITEM-00054099,ORD-0013578,2024-12-11,WrongItem,724.59
RET-000310,ITEM-00027900,ORD-0021004,2023-01-28,Changed Mind,432.0
RET-000311,ITEM-00053383,ORD-0003904,2022-08-12,Changed Mind,804.1
RET-000312,ITEM-00036448,ORD-0024795,2023-12-20,Not as Described,473.78
RET-000313,ITEM-00037375,ORD-0019892,2022-09-08,Changed Mind,124.16
RET-000314,ITEM-00065493,ORD-0008185,2022-03-02,Changed Mind,213.68
RET-000315,ITEM-00032298,ORD-0014608,2022-09-09,Damaged,622.32
RET-000316,ITEM-00039375,ORD-0006853,2023-08-23,Not as Described,78.71
RET-000317,ITEM-00046904,ORD-0021128,2023-07-05,Not as Described,1146.45
RET-000318,ITEM-00050208,ORD-0004093,2022-06-29,Changed Mind,88.86
RET-000319,ITEM-00038410,ORD-0024254,2024-01-25,WrongItem,506.2
RET-000320,ITEM-00039347,ORD-0023459,2022-11-05,Damaged,371.36
RET-000321,ITEM-00018899,ORD-0020516,2022-05-25,Late Delivery,166.04
RET-000322,ITEM-00055567,ORD-0010410,2023-06-21,Late Delivery,61.6
RET-000323,ITEM-00015706,ORD-0018459,2024-12-07,WrongItem,390.88
RET-000324,ITEM-00027901,ORD-0018714,2024-03-23,WrongItem,162.8
RET-000325,ITEM-00017963,ORD-0008395,2023-11-26,Damaged,82.75
RET-000326,ITEM-00017333,ORD-0016851,2025-01-18,Changed Mind,329.72
RET-000327,ITEM-00056215,ORD-0004664,2024-04-28,Late Delivery,964.6
RET-000328,ITEM-00037933,ORD-0015419,2022-11-05,Late Delivery,129.04
RET-000329,ITEM-00027071,ORD-0012303,2024-01-03,Damaged,734.52
RET-000330,ITEM-00004194,ORD-0017626,2022-06-20,Damaged,240.42
RET-000331,ITEM-00025701,ORD-0013230,2022-06-26,WrongItem,71.36
RET-000332,ITEM-00012873,ORD-0013316,2023-09-11,WrongItem,116.39
RET-000333,ITEM-00002194,ORD-0002412,2022-08-07,Not as Described,732.12
RET-000334,ITEM-00045296,ORD-0002850,2024-07-07,WrongItem,362.36
RET-000335,ITEM-00038578,ORD-0024964,2022-11-23,Late Delivery,436.47
RET-000336,ITEM-00045533,ORD-0005229,2023-07-04,Not as Described,666.39
RET-000337,ITEM-00033319,ORD-0001116,2023-01-17,Late Delivery,1206.25
RET-000338,ITEM-00026276,ORD-0022863,2022-12-19,WrongItem,245.15
RET-000339,ITEM-00032182,ORD-0021594,2022-10-08,Changed Mind,279.64
RET-000340,ITEM-00009173,ORD-0015354,2023-04-01,Not as Described,359.1
RET-000341,ITEM-00052734,ORD-0024298,2022-04-13,Changed Mind,58.1
RET-000342,ITEM-00032303,ORD-0001238,2024-07-09,Changed Mind,221.92
RET-000343,ITEM-00050817,ORD-0019857,2022-11-28,Not as Described,709.14
RET-000344,ITEM-00052227,ORD-0008337,2024-06-07,Damaged,833.4
RET-000345,ITEM-00023189,ORD-0024570,2024-10-11,Late Delivery,586.32
RET-000346,ITEM-00016253,ORD-0019084,2024-06-20,Damaged,206.18
