customer_id,recency,frequency,revenue,last_order,R,F,M,RFM_score,segment,aov,clv
CUST-000018,18.0,5,7436.448,2024-12-13 18:00:05,2,3,4,234,Loyal Customers,1487.2896,22309.344
CUST-000019,328.0,3,1179.357,2024-02-07 14:50:58,2,1,1,211,At Risk / Lost,393.11899999999997,3538.071
CUST-000020,43.0,5,5063.418,2024-11-18 14:12:26,2,3,3,233,Loyal Customers,1012.6836,15190.253999999999
CUST-000021,142.0,6,8833.4185,2024-08-11 00:26:47,2,4,4,244,Loyal Customers,1472.2364166666666,26500.2555
CUST-000022,166.0,3,1823.7405,2024-07-18 06:16:28,2,1,1,211,At Risk / Lost,607.9135,5471.2215
CUST-000023,89.0,4,2151.37,2024-10-03 15:00:55,2,2,1,221,At Risk / Lost,537.8425,6454.11
CUST-000024,180.0,4,2122.1355,2024-07-04 13:28:31,2,2,1,221,At Risk / Lost,530.533875,6366.406499999999
CUST-000025,72.0,7,4520.966,2024-10-20 07:09:30,2,4,3,243,Loyal Customers,645.8522857142858,13562.898000000001
CUST-000026,468.0,3,3398.883,2023-09-20 03:25:35,2,1,2,212,At Risk / Lost,1132.961,10196.649
CUST-000027,159.0,6,6411.6145,2024-07-25 02:18:18,2,4,4,244,Loyal Customers,1068.6024166666666,19234.8435
CUST-000028,690.0,3,5320.0740000000005,2023-02-10 00:51:45,2,1,4,214,At Risk / Lost,1773.3580000000002,15960.222000000002
CUST-000029,75.0,6,3834.42,2024-10-17 02:27:14,2,4,3,243,Loyal Customers,639.07,11503.26
CUST-000030,282.0,3,1859.3110000000001,2024-03-24 07:19:00,2,1,1,211,At Risk / Lost,619.7703333333334,5577.933000000001
CUST-000031,100.0,6,4634.4635,2024-09-22 21:30:16,2,4,3,243,Loyal Customers,772.4105833333333,13903.3905
CUST-000032,343.0,3,2714.934,2024-01-23 22:52:44,2,1,2,212,At Risk / Lost,904.9780000000001,8144.802000000001
CUST-000033,13.0,9,7941.883000000001,2024-12-18 03:20:50,2,4,4,244,Loyal Customers,882.4314444444445,23825.649
CUST-000034,639.0,1,289.24,2023-04-02 06:07:10,2,1,1,211,At Risk / Lost,289.24,867.72
CUST-000035,436.0,4,2194.627,2023-10-22 16:04:24,2,2,1,221,At Risk / Lost,548.65675,6583.880999999999
CUST-000036,27.0,4,2378.8514999999998,2024-12-04 14:28:51,2,2,2,222,At Risk / Lost,594.7128749999999,7136.554499999999
CUST-000037,63.0,5,4062.8205,2024-10-29 06:34:53,2,3,3,233,Loyal Customers,812.5640999999999,12188.4615
CUST-000038,190.0,7,6492.7795,2024-06-24 04:06:14,2,4,4,244,Loyal Customers,927.5399285714285,19478.338499999998
CUST-000039,397.0,4,3030.1005,2023-11-30 16:54:15,2,2,2,222,At Risk / Lost,757.525125,9090.3015
CUST-000040,1070.0,1,496.354,2022-01-26 06:15:06,2,1,1,211,At Risk / Lost,496.354,1489.062
CUST-000041,334.0,3,2470.9635,2024-02-01 22:03:46,2,1,2,212,At Risk / Lost,823.6545,7412.8904999999995
CUST-000042,100.0,2,1549.5515,2024-09-22 04:44:52,2,1,1,211,At Risk / Lost,774.77575,4648.654500000001
CUST-000043,561.0,2,2159.7780000000002,2023-06-19 12:52:11,2,1,1,211,At Risk / Lost,1079.8890000000001,6479.334000000001
CUST-000044,508.0,1,712.99,2023-08-11 12:10:46,2,1,1,211,At Risk / Lost,712.99,2138.9700000000003
CUST-000046,66.0,5,5271.4875,2024-10-26 05:32:32,2,3,3,233,Loyal Customers,1054.2975000000001,15814.462500000003
CUST-000047,166.0,5,3451.0550000000003,2024-07-18 12:25:36,2,3,2,232,Others,690.211,10353.165
CUST-000048,858.0,1,703.1030000000001,2022-08-26 04:40:06,2,1,1,211,At Risk / Lost,703.1030000000001,2109.309
CUST-000049,111.0,4,6282.11,2024-09-11 11:17:20,2,2,4,224,At Risk / Lost,1570.5275,18846.329999999998
CUST-000050,281.0,3,2932.125,2024-03-25 15:26:01,2,1,2,212,At Risk / Lost,977.375,8796.375
CUST-000051,163.0,5,7212.731,2024-07-21 11:26:52,2,3,4,234,Loyal Customers,1442.5462,21638.193
CUST-000053,96.0,4,1863.9099999999999,2024-09-26 03:46:21,2,2,1,221,At Risk / Lost,465.97749999999996,5591.73
CUST-000055,104.0,2,2129.377,2024-09-18 16:48:52,2,1,1,211,At Risk / Lost,1064.6885,6388.130999999999
CUST-000056,255.0,5,4929.599,2024-04-20 10:32:59,2,3,3,233,Loyal Customers,985.9198,14788.797
CUST-000057,45.0,3,2233.607,2024-11-16 14:04:47,2,1,2,212,At Risk / Lost,744.5356666666667,6700.821
CUST-000058,155.0,2,2482.059,2024-07-29 10:51:32,2,1,2,212,At Risk / Lost,1241.0295,7446.177000000001
CUST-000059,558.0,2,815.259,2023-06-22 12:32:27,2,1,1,211,At Risk / Lost,407.6295,2445.777
CUST-000060,255.0,4,2605.9655000000002,2024-04-20 20:03:38,2,2,2,222,At Risk / Lost,651.4913750000001,7817.896500000001
CUST-000061,159.0,5,4368.444,2024-07-25 08:47:42,2,3,3,233,Loyal Customers,873.6888000000001,13105.332000000002
CUST-000062,240.0,6,3431.329,2024-05-05 18:29:25,2,4,2,242,Others,571.8881666666667,10293.987000000001
CUST-000063,71.0,5,2990.4745,2024-10-21 09:38:07,2,3,2,232,Others,598.0948999999999,8971.423499999999
CUST-000064,303.0,3,2890.2245000000003,2024-03-03 18:55:58,2,1,2,212,At Risk / Lost,963.4081666666667,8670.6735
CUST-000065,73.0,4,3599.3455,2024-10-18 23:53:17,2,2,2,222,At Risk / Lost,899.836375,10798.0365
CUST-000066,137.0,4,5404.397,2024-08-16 21:22:08,2,2,4,224,At Risk / Lost,1351.09925,16213.190999999999
CUST-000067,100.0,4,4400.3385,2024-09-22 17:39:11,2,2,3,223,At Risk / Lost,1100.084625,13201.0155
CUST-000068,188.0,4,2320.281,2024-06-25 23:40:35,2,2,2,222,At Risk / Lost,580.07025,6960.843
CUST-000069,214.0,2,1812.331,2024-05-31 13:05:05,2,1,1,211,At Risk / Lost,906.1655,5436.9929999999995
CUST-000070,242.0,6,4352.7635,2024-05-03 21:34:14,2,4,3,243,Loyal Customers,725.4605833333334,13058.2905
CUST-000072,274.0,1,299.168,2024-03-31 23:16:21,2,1,1,211,At Risk / Lost,299.168,897.504
CUST-000073,10.0,5,5341.464,2024-12-21 07:17:01,2,3,4,234,Loyal Customers,1068.2928,16024.392
CUST-000074,6.0,7,5444.786,2024-12-25 12:39:47,2,4,4,244,Loyal Customers,777.8265714285715,16334.358
CUST-000075,372.0,4,5451.2445,2023-12-25 01:27:12,2,2,4,224,At Risk / Lost,1362.811125,16353.733499999998
CUST-000076,476.0,4,5068.220499999999,2023-09-12 13:32:38,2,2,3,223,At Risk / Lost,1267.0551249999999,15204.661499999998
CUST-000077,225.0,2,3148.8914999999997,2024-05-20 18:27:47,2,1,2,212,At Risk / Lost,1574.4457499999999,9446.6745
CUST-000078,132.0,3,2898.8515,2024-08-21 11:01:06,2,1,2,212,At Risk / Lost,966.2838333333334,8696.5545
CUST-000079,54.0,2,3684.038,2024-11-07 01:11:58,2,1,3,213,At Risk / Lost,1842.019,11052.114
CUST-000080,281.0,4,2527.859,2024-03-25 00:39:03,2,2,2,222,At Risk / Lost,631.96475,7583.576999999999
CUST-000081,216.0,8,10814.962,2024-05-29 05:52:26,2,4,4,244,Loyal Customers,1351.87025,32444.886
CUST-000082,284.0,1,656.774,2024-03-22 14:50:32,2,1,1,211,At Risk / Lost,656.774,1970.3220000000001
CUST-000083,445.0,3,4576.8115,2023-10-13 19:18:06,2,1,3,213,At Risk / Lost,1525.6038333333333,13730.4345
CUST-000084,343.0,3,1969.273,2024-01-23 05:20:47,2,1,1,211,At Risk / Lost,656.4243333333333,5907.8189999999995
CUST-000085,144.0,5,6039.786,2024-08-09 05:49:40,2,3,4,234,Loyal Customers,1207.9572,18119.358
CUST-000086,138.0,6,4046.195,2024-08-15 07:52:26,2,4,3,243,Loyal Customers,674.3658333333334,12138.585000000003
CUST-000087,266.0,3,2619.59,2024-04-09 10:32:33,2,1,2,212,At Risk / Lost,873.1966666666667,7858.77
CUST-000088,376.0,3,3982.213,2023-12-21 16:20:11,2,1,3,213,At Risk / Lost,1327.4043333333334,11946.639000000001
CUST-000089,222.0,3,2986.2975,2024-05-23 22:17:37,2,1,2,212,At Risk / Lost,995.4325,8958.8925
CUST-000090,92.0,6,5778.081,2024-09-30 10:48:18,2,4,4,244,Loyal Customers,963.0135,17334.243000000002
CUST-000091,287.0,6,5515.3195,2024-03-19 07:46:14,2,4,4,244,Loyal Customers,919.2199166666666,16545.9585
CUST-000092,252.0,4,4611.576,2024-04-23 21:24:11,2,2,3,223,At Risk / Lost,1152.894,13834.728
CUST-000093,138.0,5,3064.5095,2024-08-15 06:47:15,2,3,2,232,Others,612.9019000000001,9193.5285
CUST-000094,68.0,4,3597.0060000000003,2024-10-24 16:27:41,2,2,2,222,At Risk / Lost,899.2515000000001,10791.018
CUST-000095,38.0,2,1532.342,2024-11-23 09:50:38,2,1,1,211,At Risk / Lost,766.171,4597.026
CUST-000096,4.0,6,5568.588,2024-12-27 00:43:08,2,4,4,244,Loyal Customers,928.098,16705.764
CUST-000097,217.0,6,5207.031,2024-05-28 17:07:59,2,4,3,243,Loyal Customers,867.8385,15621.093
CUST-000098,97.0,4,2378.3395,2024-09-25 06:44:57,2,2,2,222,At Risk / Lost,594.584875,7135.0185
CUST-000099,79.0,6,7112.2845,2024-10-13 10:21:11,2,4,4,244,Loyal Customers,1185.38075,21336.853499999997
CUST-000100,165.0,5,5052.522,2024-07-19 17:36:13,2,3,3,233,Loyal Customers,1010.5044,15157.565999999999
CUST-000101,74.0,9,8272.724,2024-10-18 22:03:58,2,4,4,244,Loyal Customers,919.1915555555556,24818.172
CUST-000102,663.0,1,429.478,2023-03-09 03:15:40,2,1,1,211,At Risk / Lost,429.478,1288.434
CUST-000103,24.0,7,8954.7925,2024-12-07 18:34:24,2,4,4,244,Loyal Customers,1279.2560714285714,26864.3775
CUST-000104,331.0,3,2836.804,2024-02-04 20:14:56,2,1,2,212,At Risk / Lost,945.6013333333334,8510.412
CUST-000105,244.0,2,1537.7649999999999,2024-05-01 04:24:42,2,1,1,211,At Risk / Lost,768.8824999999999,4613.295
CUST-000106,321.0,2,1118.073,2024-02-14 00:13:43,2,1,1,211,At Risk / Lost,559.0365,3354.219
CUST-000107,388.0,3,3147.2929999999997,2023-12-09 19:43:29,2,1,2,212,At Risk / Lost,1049.0976666666666,9441.878999999999
CUST-000108,278.0,5,4007.6960000000004,2024-03-28 22:14:16,2,3,3,233,Loyal Customers,801.5392,12023.088000000002
CUST-000109,607.0,3,3975.4465,2023-05-04 22:18:11,2,1,3,213,At Risk / Lost,1325.1488333333334,11926.3395
CUST-000110,336.0,3,2555.1235,2024-01-30 09:42:32,2,1,2,212,At Risk / Lost,851.7078333333334,7665.370500000001
CUST-000111,432.0,4,4605.2635,2023-10-26 05:19:59,2,2,3,223,At Risk / Lost,1151.315875,13815.7905
CUST-000112,282.0,4,3385.3860000000004,2024-03-24 07:44:29,2,2,2,222,At Risk / Lost,846.3465000000001,10156.158000000001
CUST-000113,232.0,3,4239.632,2024-05-13 13:31:22,2,1,3,213,At Risk / Lost,1413.2106666666666,12718.895999999999
CUST-000114,40.0,2,1705.825,2024-11-21 10:42:25,2,1,1,211,At Risk / Lost,852.9125,5117.475
CUST-000115,220.0,2,2186.694,2024-05-25 01:17:34,2,1,1,211,At Risk / Lost,1093.347,6560.082
CUST-000116,170.0,5,3160.8250000000003,2024-07-14 10:22:49,2,3,2,232,Others,632.1650000000001,9482.475
CUST-000117,179.0,3,3735.6885,2024-07-05 08:10:20,2,1,3,213,At Risk / Lost,1245.2295000000001,11207.0655
CUST-000118,40.0,2,2229.02,2024-11-21 06:49:52,2,1,2,212,At Risk / Lost,1114.51,6687.0599999999995
CUST-000119,546.0,4,3410.801,2023-07-04 02:43:04,2,2,2,222,At Risk / Lost,852.70025,10232.403
CUST-000120,293.0,2,2923.496,2024-03-13 09:38:28,2,1,2,212,At Risk / Lost,1461.748,8770.488000000001
CUST-000122,72.0,2,1714.588,2024-10-20 03:56:37,2,1,1,211,At Risk / Lost,857.294,5143.764
CUST-000123,504.0,4,6431.8035,2023-08-15 21:58:43,2,2,4,224,At Risk / Lost,1607.950875,19295.410499999998
CUST-000124,124.0,5,4912.028499999999,2024-08-29 06:31:53,2,3,3,233,Loyal Customers,982.4056999999999,14736.085499999997
CUST-000125,822.0,1,1249.441,2022-10-01 18:16:18,2,1,1,211,At Risk / Lost,1249.441,3748.3230000000003
CUST-000126,539.0,4,2470.45,2023-07-11 17:54:23,2,2,2,222,At Risk / Lost,617.6125,7411.349999999999
CUST-000127,96.0,4,5151.6635,2024-09-26 21:09:45,2,2,3,223,At Risk / Lost,1287.915875,15454.9905
CUST-000128,690.0,2,2265.2385,2023-02-10 03:36:50,2,1,2,212,At Risk / Lost,1132.61925,6795.7155
CUST-000129,53.0,6,6376.9705,2024-11-08 06:48:36,2,4,4,244,Loyal Customers,1062.8284166666667,19130.911500000002
CUST-000130,522.0,3,1324.934,2023-07-28 08:58:10,2,1,1,211,At Risk / Lost,441.64466666666664,3974.8019999999997
CUST-000131,491.0,3,875.318,2023-08-28 21:47:30,2,1,1,211,At Risk / Lost,291.7726666666667,2625.9539999999997
CUST-000132,327.0,3,1865.3535,2024-02-08 02:37:00,2,1,1,211,At Risk / Lost,621.7845,5596.0605
CUST-000133,192.0,4,3461.721,2024-06-22 07:06:24,2,2,2,222,At Risk / Lost,865.43025,10385.163
CUST-000134,1048.0,2,2109.9885,2022-02-17 19:49:15,2,1,1,211,At Risk / Lost,1054.99425,6329.9655
CUST-000135,111.0,6,4878.2595,2024-09-11 09:09:24,2,4,3,243,Loyal Customers,813.0432500000001,14634.7785
CUST-000136,449.0,5,4738.5715,2023-10-09 07:10:06,2,3,3,233,Loyal Customers,947.7143,14215.7145
CUST-000137,173.0,5,4615.6655,2024-07-11 01:59:32,2,3,3,233,Loyal Customers,923.1331,13846.996500000001
CUST-000138,194.0,4,4362.208,2024-06-20 02:52:50,2,2,3,223,At Risk / Lost,1090.552,13086.624
CUST-000139,21.0,8,7035.235,2024-12-10 18:52:03,2,4,4,244,Loyal Customers,879.404375,21105.704999999998
CUST-000140,335.0,3,1912.6475,2024-01-31 22:01:01,2,1,1,211,At Risk / Lost,637.5491666666667,5737.9425
CUST-000141,359.0,3,2812.191,2024-01-07 17:22:56,2,1,2,212,At Risk / Lost,937.3969999999999,8436.573
CUST-000142,69.0,2,2786.98,2024-10-23 21:00:35,2,1,2,212,At Risk / Lost,1393.49,8360.94
CUST-000143,226.0,6,6006.869,2024-05-18 23:56:57,2,4,4,244,Loyal Customers,1001.1448333333333,18020.607
CUST-000144,457.0,1,557.433,2023-10-01 14:01:24,2,1,1,211,At Risk / Lost,557.433,1672.299
CUST-000145,73.0,2,1738.361,2024-10-19 09:10:08,2,1,1,211,At Risk / Lost,869.1805,5215.0830000000005
CUST-000146,674.0,3,3213.3985000000002,2023-02-26 19:45:13,2,1,2,212,At Risk / Lost,1071.1328333333333,9640.195500000002
CUST-000147,35.0,6,4702.1645,2024-11-26 04:57:03,2,4,3,243,Loyal Customers,783.6940833333333,14106.4935
CUST-000148,502.0,2,623.293,2023-08-17 19:07:02,2,1,1,211,At Risk / Lost,311.6465,1869.879
CUST-000149,278.0,5,6593.001,2024-03-28 18:43:16,2,3,4,234,Loyal Customers,1318.6002,19779.003
CUST-000150,11.0,11,8190.1095,2024-12-20 14:57:44,2,4,4,244,Loyal Customers,744.555409090909,24570.3285
CUST-000151,310.0,3,3570.2695,2024-02-25 00:42:55,2,1,2,212,At Risk / Lost,1190.0898333333332,10710.8085
CUST-000152,197.0,1,1003.756,2024-06-17 16:38:42,2,1,1,211,At Risk / Lost,1003.756,3011.268
CUST-000153,85.0,8,6579.082,2024-10-07 14:55:47,2,4,4,244,Loyal Customers,822.38525,19737.246
CUST-000154,26.0,3,3578.3835,2024-12-05 22:34:29,2,1,2,212,At Risk / Lost,1192.7945,10735.1505
CUST-000155,85.0,4,6204.32,2024-10-07 01:43:01,2,2,4,224,At Risk / Lost,1551.08,18612.96
CUST-000156,101.0,3,2303.261,2024-09-21 17:02:11,2,1,2,212,At Risk / Lost,767.7536666666666,6909.782999999999
CUST-000157,296.0,6,7570.690500000001,2024-03-10 21:13:37,2,4,4,244,Loyal Customers,1261.78175,22712.071500000002
CUST-000158,57.0,3,3257.1255,2024-11-04 13:23:17,2,1,2,212,At Risk / Lost,1085.7085,9771.3765
CUST-000159,430.0,5,4150.1215,2023-10-28 19:01:36,2,3,3,233,Loyal Customers,830.0243,12450.3645
CUST-000160,556.0,1,135.555,2023-06-24 11:17:17,2,1,1,211,At Risk / Lost,135.555,406.665
CUST-000161,707.0,2,3287.6275,2023-01-24 08:04:31,2,1,2,212,At Risk / Lost,1643.81375,9862.8825
CUST-000162,27.0,6,6799.9675,2024-12-04 05:33:00,2,4,4,244,Loyal Customers,1133.3279166666666,20399.9025
CUST-000163,104.0,6,7782.1805,2024-09-18 08:37:34,2,4,4,244,Loyal Customers,1297.0300833333333,23346.5415
CUST-000164,82.0,5,7273.103,2024-10-10 09:38:28,2,3,4,234,Loyal Customers,1454.6206,21819.309
CUST-000165,4.0,2,1837.9129999999998,2024-12-27 22:19:21,2,1,1,211,At Risk / Lost,918.9564999999999,5513.739
CUST-000166,63.0,5,3418.3685,2024-10-29 06:35:05,2,3,2,232,Others,683.6737,10255.105500000001
CUST-000167,29.0,7,5103.6705,2024-12-02 14:51:19,2,4,3,243,Loyal Customers,729.0957857142857,15311.0115
CUST-000168,502.0,7,6951.0635,2023-08-17 18:04:27,2,4,4,244,Loyal Customers,993.0090714285715,20853.1905
CUST-000169,152.0,5,7089.6925,2024-08-01 15:05:06,2,3,4,234,Loyal Customers,1417.9385,21269.0775
CUST-000170,9.0,8,9021.405999999999,2024-12-21 23:41:51,2,4,4,244,Loyal Customers,1127.6757499999999,27064.217999999997
CUST-000171,48.0,4,4065.7905,2024-11-13 13:08:07,2,2,3,223,At Risk / Lost,1016.447625,12197.371500000001
CUST-000172,5.0,5,3879.0215,2024-12-26 03:19:26,2,3,3,233,Loyal Customers,775.8043,11637.0645
CUST-000173,153.0,3,4112.463,2024-07-31 11:24:17,2,1,3,213,At Risk / Lost,1370.821,12337.389
CUST-000174,91.0,3,2567.8559999999998,2024-10-01 11:18:07,2,1,2,212,At Risk / Lost,855.9519999999999,7703.567999999999
CUST-000175,57.0,3,2117.371,2024-11-04 18:54:02,2,1,1,211,At Risk / Lost,705.7903333333334,6352.113
CUST-000176,276.0,1,1602.305,2024-03-30 08:40:23,2,1,1,211,At Risk / Lost,1602.305,4806.915
CUST-000177,34.0,9,9297.2595,2024-11-27 16:51:53,2,4,4,244,Loyal Customers,1033.0288333333333,27891.7785
CUST-000178,53.0,2,2285.233,2024-11-08 14:52:25,2,1,2,212,At Risk / Lost,1142.6165,6855.6990000000005
CUST-000179,434.0,4,6761.277999999999,2023-10-24 06:46:41,2,2,4,224,At Risk / Lost,1690.3194999999998,20283.834
CUST-000180,69.0,3,1643.484,2024-10-23 11:32:19,2,1,1,211,At Risk / Lost,547.828,4930.451999999999
CUST-000181,14.0,3,2649.4545,2024-12-17 11:33:00,2,1,2,212,At Risk / Lost,883.1514999999999,7948.3634999999995
CUST-000182,495.0,1,821.2059999999999,2023-08-24 19:13:03,2,1,1,211,At Risk / Lost,821.2059999999999,2463.6179999999995
CUST-000183,3.0,5,3805.3525,2024-12-28 15:34:24,2,3,3,233,Loyal Customers,761.0705,11416.057499999999
CUST-000184,26.0,1,1009.656,2024-12-05 20:21:16,2,1,1,211,At Risk / Lost,1009.656,3028.968
CUST-000185,293.0,3,1492.952,2024-03-13 19:01:26,2,1,1,211,At Risk / Lost,497.65066666666667,4478.856
CUST-000186,385.0,2,3439.931,2023-12-12 09:34:53,2,1,2,212,At Risk / Lost,1719.9655,10319.793
CUST-000187,86.0,4,3024.3315000000002,2024-10-06 01:14:41,2,2,2,222,At Risk / Lost,756.0828750000001,9072.9945
CUST-000188,44.0,4,3067.9425,2024-11-17 18:51:01,2,2,2,222,At Risk / Lost,766.985625,9203.8275
CUST-000189,161.0,6,4721.717,2024-07-23 08:09:47,2,4,3,243,Loyal Customers,786.9528333333333,14165.150999999998
CUST-000190,575.0,3,3322.66,2023-06-05 12:57:30,2,1,2,212,At Risk / Lost,1107.5533333333333,9967.98
CUST-000191,50.0,3,3811.9405,2024-11-11 22:21:02,2,1,3,213,At Risk / Lost,1270.6468333333335,11435.821500000002
CUST-000192,998.0,2,4188.929,2022-04-08 14:46:31,2,1,3,213,At Risk / Lost,2094.4645,12566.787
CUST-000193,483.0,4,5374.58,2023-09-05 13:25:45,2,2,4,224,At Risk / Lost,1343.645,16123.74
CUST-000194,278.0,2,1453.129,2024-03-28 00:14:59,2,1,1,211,At Risk / Lost,726.5645,4359.387
CUST-000195,239.0,3,1664.594,2024-05-06 12:40:42,2,1,1,211,At Risk / Lost,554.8646666666667,4993.782
CUST-000196,271.0,5,4457.636,2024-04-04 05:24:11,2,3,3,233,Loyal Customers,891.5272000000001,13372.908000000001
CUST-000197,30.0,4,4466.669,2024-12-01 04:25:34,2,2,3,223,At Risk / Lost,1116.66725,13400.007
CUST-000198,345.0,3,2571.154,2024-01-21 20:01:31,2,1,2,212,At Risk / Lost,857.0513333333333,7713.4619999999995
CUST-000199,226.0,3,2339.143,2024-05-19 15:19:04,2,1,2,212,At Risk / Lost,779.7143333333333,7017.429
CUST-000200,895.0,1,1144.696,2022-07-20 10:58:11,2,1,1,211,At Risk / Lost,1144.696,3434.0879999999997
CUST-000201,35.0,5,3502.576,2024-11-26 05:00:13,2,3,2,232,Others,700.5152,10507.728
CUST-000202,496.0,3,3612.9809999999998,2023-08-23 21:33:23,2,1,2,212,At Risk / Lost,1204.327,10838.943
CUST-000203,65.0,6,5833.696,2024-10-27 00:09:15,2,4,4,244,Loyal Customers,972.2826666666666,17501.088
CUST-000204,260.0,4,2897.984,2024-04-15 16:30:28,2,2,2,222,At Risk / Lost,724.496,8693.952
CUST-000205,74.0,4,5147.2390000000005,2024-10-18 20:21:33,2,2,3,223,At Risk / Lost,1286.8097500000001,15441.717
CUST-000206,371.0,4,3720.228,2023-12-26 12:31:14,2,2,3,223,At Risk / Lost,930.057,11160.684000000001
CUST-000207,459.0,6,4790.0085,2023-09-29 12:33:42,2,4,3,243,Loyal Customers,798.33475,14370.0255
CUST-000208,109.0,4,4279.4,2024-09-13 07:34:22,2,2,3,223,At Risk / Lost,1069.85,12838.199999999999
CUST-000209,104.0,6,6976.7029999999995,2024-09-18 12:40:12,2,4,4,244,Loyal Customers,1162.7838333333332,20930.108999999997
CUST-000210,242.0,5,4831.9205,2024-05-03 21:34:17,2,3,3,233,Loyal Customers,966.3841,14495.7615
CUST-000211,708.0,1,514.1155,2023-01-23 21:48:05,2,1,1,211,At Risk / Lost,514.1155,1542.3465
CUST-000212,105.0,5,3542.0125,2024-09-17 13:29:58,2,3,2,232,Others,708.4024999999999,10626.037499999999
CUST-000213,261.0,3,1220.8995,2024-04-14 04:25:46,2,1,1,211,At Risk / Lost,406.9665,3662.6985
CUST-000214,53.0,7,5128.8165,2024-11-08 14:05:48,2,4,3,243,Loyal Customers,732.6880714285714,15386.449499999999
CUST-000215,33.0,7,4796.5735,2024-11-28 15:32:31,2,4,3,243,Loyal Customers,685.2247857142858,14389.720500000001
CUST-000216,71.0,4,5340.446,2024-10-21 11:30:33,2,2,4,224,At Risk / Lost,1335.1115,16021.338
CUST-000217,128.0,2,994.951,2024-08-25 19:52:36,2,1,1,211,At Risk / Lost,497.4755,2984.853
CUST-000218,303.0,4,5252.6975,2024-03-03 02:02:05,2,2,3,223,At Risk / Lost,1313.174375,15758.0925
CUST-000219,22.0,2,399.43399999999997,2024-12-09 16:06:22,2,1,1,211,At Risk / Lost,199.71699999999998,1198.302
CUST-000220,103.0,3,3632.8585,2024-09-19 18:06:00,2,1,2,212,At Risk / Lost,1210.9528333333333,10898.575499999999
CUST-000221,176.0,2,3301.3714999999997,2024-07-08 15:30:26,2,1,2,212,At Risk / Lost,1650.6857499999999,9904.1145
CUST-000222,107.0,5,5937.466,2024-09-15 12:28:38,2,3,4,234,Loyal Customers,1187.4932000000001,17812.398
CUST-000223,103.0,3,2285.1045,2024-09-19 04:34:56,2,1,2,212,At Risk / Lost,761.7015,6855.3135
CUST-000224,323.0,4,4702.315,2024-02-12 01:53:59,2,2,3,223,At Risk / Lost,1175.57875,14106.945
CUST-000225,108.0,8,10866.8565,2024-09-13 23:51:39,2,4,4,244,Loyal Customers,1358.3570625,32600.569499999998
CUST-000226,114.0,3,3542.9015,2024-09-08 22:11:24,2,1,2,212,At Risk / Lost,1180.9671666666666,10628.7045
CUST-000227,144.0,3,5252.808,2024-08-09 22:39:58,2,1,3,213,At Risk / Lost,1750.936,15758.423999999999
CUST-000228,71.0,2,552.552,2024-10-21 09:26:10,2,1,1,211,At Risk / Lost,276.276,1657.656
CUST-000229,248.0,3,1755.642,2024-04-27 20:40:27,2,1,1,211,At Risk / Lost,585.214,5266.926000000001
CUST-000230,84.0,2,2249.194,2024-10-08 15:31:36,2,1,2,212,At Risk / Lost,1124.597,6747.582
CUST-000231,270.0,6,2793.1684999999998,2024-04-05 04:54:59,2,4,2,242,Others,465.5280833333333,8379.5055
