order_id,customer_id,order_date,payment_method,channel,region,status
ORD-0000138,CUST-003754,2022-04-02 00:56:17,DC,Mobile App,Central,Completed
ORD-0000139,CUST-000018,2022-08-25 00:06:40,DC,Marketplace,South,Completed
ORD-0000140,CUST-000046,2024-10-26 05:32:32,DC,Mobile App,North,Completed
ORD-0000141,CUST-003318,2022-01-20 21:44:46,COD,Web,Central,Completed
ORD-0000142,CUST-004007,2024-12-01 19:28:13,PayPal,Web,West,Completed
ORD-0000143,CUST-004609,2022-02-07 18:09:23,Bank Transfer,Mobile App,East,Completed
ORD-0000144,CUST-004909,2022-04-09 10:13:11,DC,Marketplace,East,Completed
ORD-0000145,CUST-003266,2022-06-03 15:48:27,DC,Web,South,Refunded
ORD-0000146,CUST-003637,2022-09-28 15:42:41,CC,Web,East,Completed
ORD-0000147,CUST-000309,2022-12-13 13:53:32,CC,Marketplace,South,Completed
ORD-0000148,CUST-002477,2024-04-24 12:57:02,PayPal,Marketplace,South,Pending
ORD-0000149,CUST-004346,2023-10-12 13:56:48,COD,Marketplace,West,Pending
ORD-0000150,CUST-004720,2023-03-21 06:59:22,COD,Mobile App,East,Completed
ORD-0000151,CUST-004969,2022-05-10 19:22:41,CC,Web,South,Completed
ORD-0000152,CUST-004559,2024-06-21 14:57:00,CC,Marketplace,East,Completed
ORD-0000153,CUST-001834,2023-04-05 16:03:44,DC,Mobile App,North,Completed
ORD-0000154,CUST-000508,2024-11-14 11:59:20,Bank Transfer,Mobile App,South,Completed
ORD-0000155,CUST-003833,2023-09-19 16:07:17,Bank Transfer,Web,North,Completed
ORD-0000156,CUST-001785,2023-06-07 06:32:36,COD,Web,North,Completed
ORD-0000157,CUST-004864,2022-12-06 23:23:05,Bank Transfer,Marketplace,East,Completed
ORD-0000158,CUST-001661,2023-08-28 14:32:42,CC,Mobile App,North,Completed
ORD-0000159,CUST-001308,2022-08-17 15:31:42,Bank Transfer,Mobile App,North,Completed
ORD-0000160,CUST-004986,2024-04-17 01:36:36,CC,Web,West,Cancelled
ORD-0000161,CUST-003500,2023-10-12 18:24:39,COD,Mobile App,Central,Completed
ORD-0000162,CUST-002544,2022-09-23 13:27:13,Bank Transfer,Mobile App,Central,Completed
ORD-0000163,CUST-004724,2023-03-24 20:16:19,PayPal,Mobile App,North,Completed
ORD-0000164,CUST-002463,2023-08-27 22:47:31,PayPal,Web,South,Pending
ORD-0000165,CUST-004510,2024-03-28 07:03:00,COD,Web,East,Completed
ORD-0000166,CUST-003196,2022-02-16 19:02:53,CC,Mobile App,East,Completed
ORD-0000167,CUST-003206,2022-03-31 05:00:15,COD,Marketplace,West,Completed
ORD-0000168,CUST-001845,2023-01-11 20:14:22,DC,Web,East,Completed
ORD-0000169,CUST-001650,2022-02-15 17:27:12,CC,Mobile App,Central,Completed
ORD-0000170,CUST-000856,2022-03-28 10:36:45,COD,Marketplace,West,Completed
ORD-0000171,CUST-000188,2022-06-05 13:04:03,CC,Marketplace,South,Pending
ORD-0000172,CUST-001956,2023-07-22 11:36:16,CC,Web,Central,Completed
ORD-0000173,CUST-004939,2023-05-31 12:38:10,PayPal,Web,Central,Completed
ORD-0000174,CUST-004065,2024-12-02 03:56:02,PayPal,Marketplace,West,Completed
ORD-0000175,CUST-002520,2022-10-24 12:44:42,CC,Mobile App,East,Completed
ORD-0000176,CUST-001089,2022-04-04 07:16:54,COD,Mobile App,North,Completed
ORD-0000177,CUST-000455,2024-06-26 18:30:32,Bank Transfer,Mobile App,West,Pending
ORD-0000178,CUST-002737,2022-01-02 01:15:30,PayPal,Web,East,Completed
ORD-0000179,CUST-003144,2022-05-03 23:44:59,DC,Mobile App,West,Completed
ORD-0000180,CUST-003188,2022-05-20 09:47:54,DC,Mobile App,West,Completed
ORD-0000181,CUST-002919,2022-07-10 15:49:17,DC,Web,Central,Completed
ORD-0000182,CUST-003406,2022-05-12 23:20:51,PayPal,Marketplace,South,Cancelled
ORD-0000183,CUST-002167,2023-05-11 15:10:01,PayPal,Marketplace,East,Completed
ORD-0000184,CUST-004322,2022-11-28 16:22:10,PayPal,Marketplace,West,Completed
ORD-0000185,CUST-000493,2024-03-03 02:29:14,PayPal,Mobile App,North,Completed
ORD-0000186,CUST-002089,2022-06-26 21:40:48,Bank Transfer,Mobile App,North,Pending
ORD-0000187,CUST-000494,2022-05-06 21:24:52,DC,Mobile App,West,Completed
ORD-0000188,CUST-001657,2023-11-07 21:51:50,Bank Transfer,Web,West,Completed
ORD-0000189,CUST-004562,2024-08-28 17:23:17,Bank Transfer,Mobile App,East,Completed
ORD-0000190,CUST-001099,2023-04-05 10:50:15,Bank Transfer,Web,East,Completed
ORD-0000191,CUST-001584,2024-07-14 09:55:23,CC,Web,Central,Completed
ORD-0000192,,2024-05-06 12:57:51,Bank Transfer,Mobile App,South,Completed
ORD-0000193,CUST-003084,2024-09-07 13:10:40,Bank Transfer,Web,West,Completed
ORD-0000194,CUST-002063,2023-11-30 09:24:36,CC,Web,East,Completed
ORD-0000195,CUST-004180,2023-05-21 22:01:45,Bank Transfer,Mobile App,Central,Completed
ORD-0000196,CUST-001941,2024-03-28 23:54:35,PayPal,Marketplace,South,Completed
ORD-0000197,CUST-000403,2023-06-21 15:56:54,CC,Mobile App,East,Pending
ORD-0000198,CUST-004055,2024-03-25 13:02:10,COD,Marketplace,South,Completed
ORD-0000199,CUST-000092,2022-05-20 20:28:08,Bank Transfer,Mobile App,Central,Completed
ORD-0000200,CUST-003656,2022-05-08 09:55:24,DC,Marketplace,Central,Completed
ORD-0000201,CUST-001203,2024-11-29 16:24:39,CC,Mobile App,Central,Completed
ORD-0000202,CUST-002184,2023-04-06 00:53:51,DC,Marketplace,Central,Completed
ORD-0000203,CUST-003819,2023-05-07 19:59:33,PayPal,Mobile App,East,Pending
ORD-0000204,CUST-001448,2023-07-29 02:12:34,DC,Marketplace,East,Completed
ORD-0000205,CUST-004388,2022-01-16 10:58:43,Bank Transfer,Marketplace,Central,Completed
ORD-0000206,CUST-004571,2022-04-06 19:38:02,Bank Transfer,Mobile App,South,Pending
ORD-0000207,CUST-002089,2022-12-23 17:45:15,DC,Mobile App,West,Completed
ORD-0000208,CUST-000849,2022-08-17 12:46:40,Bank Transfer,Marketplace,West,Completed
ORD-0000209,CUST-004400,2022-06-24 12:25:45,Bank Transfer,Web,West,Completed
ORD-0000210,CUST-004005,2023-03-10 13:45:56,Bank Transfer,Web,South,Completed
ORD-0000211,CUST-004058,2023-02-09 02:17:44,PayPal,Web,South,Pending
ORD-0000212,CUST-004663,2022-08-29 14:29:00,Bank Transfer,Mobile App,North,Completed
ORD-0000213,CUST-002546,2024-03-24 22:28:34,COD,Marketplace,Central,Completed
ORD-0000214,CUST-003536,2024-09-09 14:19:08,DC,Marketplace,North,Completed
ORD-0000215,CUST-001476,2023-10-02 16:54:35,COD,Marketplace,South,Completed
ORD-0000216,CUST-004048,2024-04-09 23:44:52,COD,Mobile App,West,Completed
ORD-0000217,,2022-07-29 14:17:15,Bank Transfer,Web,East,Completed
ORD-0000218,CUST-004676,2024-01-06 16:45:26,COD,Web,East,Completed
ORD-0000219,CUST-003036,2022-12-20 07:00:02,PayPal,Web,Central,Completed
ORD-0000220,CUST-000213,2023-01-23 10:38:34,CC,Web,West,Completed
ORD-0000221,CUST-002795,2023-07-06 04:40:52,PayPal,Mobile App,North,Cancelled
ORD-0000222,CUST-002834,2023-10-07 18:51:21,DC,Web,North,Completed
ORD-0000223,CUST-004635,2023-11-14 03:04:02,Bank Transfer,Web,Central,Cancelled
ORD-0000224,CUST-003695,2022-02-23 15:49:48,Bank Transfer,Mobile App,West,Cancelled
ORD-0000225,CUST-004963,2023-02-09 04:15:31,DC,Web,West,Pending
ORD-0000226,CUST-002440,2023-10-03 08:52:33,COD,Web,South,Completed
ORD-0000227,CUST-002425,2022-11-27 12:41:55,PayPal,Web,South,Cancelled
ORD-0000228,CUST-002006,2023-05-13 06:21:55,CC,Web,North,Completed
ORD-0000229,CUST-002457,2024-04-06 16:25:33,PayPal,Marketplace,North,Completed
ORD-0000230,CUST-004824,2024-01-04 20:47:01,Bank Transfer,Mobile App,North,Completed
ORD-0000231,CUST-003933,2022-01-04 13:07:15,Bank Transfer,Marketplace,South,Completed
ORD-0000232,CUST-001608,2023-01-18 01:29:48,CC,Mobile App,South,Completed
ORD-0000233,CUST-003039,2024-03-06 07:01:33,Bank Transfer,Mobile App,Central,Completed
ORD-0000234,CUST-001888,2024-06-13 18:13:28,Bank Transfer,Web,West,Completed
ORD-0000235,CUST-002461,2023-10-01 11:15:57,COD,Marketplace,North,Completed
ORD-0000236,CUST-003308,2023-02-02 04:48:59,Bank Transfer,Mobile App,South,Completed
ORD-0000237,CUST-000223,2024-02-12 00:50:17,PayPal,Web,Central,Completed
ORD-0000238,CUST-004996,2022-10-15 02:46:49,CC,Marketplace,South,Completed
ORD-0000239,CUST-002152,2023-03-12 23:23:07,PayPal,Web,West,Completed
ORD-0000240,CUST-003960,2022-12-14 02:10:32,COD,Marketplace,South,Completed
ORD-0000241,CUST-001101,2022-09-01 03:26:13,DC,Web,South,Completed
ORD-0000242,CUST-004851,2024-10-31 06:59:21,COD,Marketplace,North,Completed
ORD-0000243,CUST-000022,2024-01-23 22:38:04,PayPal,Mobile App,West,Refunded
ORD-0000244,CUST-000645,2024-06-09 20:20:44,CC,Marketplace,West,Completed
ORD-0000245,CUST-001946,2022-03-20 11:17:59,CC,Web,East,Completed
ORD-0000246,CUST-002213,2024-05-10 18:57:43,CC,Web,South,Completed
ORD-0000247,CUST-002247,2023-03-09 08:44:49,Bank Transfer,Web,East,Completed
ORD-0000248,CUST-001606,2023-01-16 03:43:36,CC,Web,East,Completed
ORD-0000249,CUST-002723,2022-09-24 21:02:29,CC,Marketplace,West,Completed
ORD-0000250,CUST-000883,2024-02-16 22:37:48,CC,Marketplace,North,Completed
ORD-0000251,CUST-002399,2022-05-15 17:50:39,Bank Transfer,Mobile App,Central,Completed
ORD-0000252,CUST-003020,2023-09-12 19:44:05,DC,Mobile App,North,Pending
ORD-0000253,CUST-000224,2022-06-02 15:18:41,COD,Web,North,Completed
ORD-0000254,CUST-002788,2023-03-20 15:09:32,CC,Marketplace,West,Completed
ORD-0000255,CUST-004985,2023-09-06 13:14:59,DC,Marketplace,East,Pending
ORD-0000256,CUST-004038,2023-03-02 04:35:28,CC,Web,Central,Completed
ORD-0000257,CUST-000955,2024-02-01 07:09:08,PayPal,Web,North,Completed
ORD-0000258,CUST-001467,2023-12-06 15:43:49,DC,Mobile App,Central,Completed
ORD-0000259,CUST-004601,2022-02-05 10:56:18,COD,Mobile App,North,Completed
ORD-0000260,CUST-002264,2023-11-08 11:44:57,PayPal,Web,West,Completed
ORD-0000261,CUST-001723,2022-11-30 10:17:49,CC,Mobile App,West,Completed
ORD-0000262,CUST-002370,2022-07-24 02:55:58,COD,Web,East,Completed
ORD-0000263,CUST-000805,2022-01-04 08:32:09,COD,Marketplace,Central,Completed
ORD-0000264,CUST-003248,2024-03-30 18:07:03,Bank Transfer,Marketplace,North,Completed
ORD-0000265,CUST-002952,2022-11-14 02:38:23,COD,Mobile App,Central,Pending
ORD-0000266,CUST-003103,2024-12-22 01:33:35,PayPal,Marketplace,South,Completed
ORD-0000267,CUST-001183,2022-01-29 01:11:27,COD,Marketplace,Central,Completed
ORD-0000268,CUST-001171,2023-10-31 19:39:16,PayPal,Mobile App,Central,Completed
ORD-0000269,CUST-004987,2022-04-03 06:58:50,Bank Transfer,Web,South,Completed
ORD-0000270,CUST-001689,2022-06-19 05:35:07,CC,Mobile App,Central,Completed
ORD-0000271,CUST-003355,2023-09-19 18:54:33,PayPal,Web,North,Completed
ORD-0000272,CUST-004264,2024-07-28 20:04:09,CC,Web,East,Cancelled
ORD-0000273,CUST-004854,2023-12-16 23:48:18,CC,Mobile App,North,Completed
ORD-0000274,CUST-000589,2022-07-26 08:50:18,Bank Transfer,Web,West,Pending
ORD-0000275,CUST-000020,2022-03-18 10:03:15,COD,Mobile App,East,Completed
ORD-0000276,CUST-000895,2022-10-04 07:00:05,PayPal,Marketplace,North,Completed
ORD-0000277,CUST-004774,2023-08-06 11:50:45,DC,Mobile App,East,Pending
ORD-0000278,CUST-004688,2024-02-28 05:19:10,PayPal,Mobile App,West,Completed
ORD-0000279,CUST-002204,2022-07-27 05:39:24,COD,Marketplace,West,Completed
ORD-0000280,CUST-000480,2023-01-26 04:42:14,CC,Mobile App,South,Completed
ORD-0000281,CUST-000884,2024-10-13 15:42:13,CC,Web,North,Pending
ORD-0000282,CUST-002523,2024-11-20 08:31:34,DC,Mobile App,North,Completed
ORD-0000283,CUST-002809,2022-10-05 14:58:33,CC,Web,North,Completed
ORD-0000284,CUST-003383,2023-09-04 18:47:47,CC,Marketplace,North,Completed
ORD-0000285,CUST-000527,2022-12-04 07:32:16,DC,Marketplace,North,Completed
ORD-0000286,CUST-003726,2024-02-21 12:16:45,PayPal,Marketplace,West,Completed
ORD-0000287,CUST-002014,2023-01-18 08:03:39,COD,Marketplace,South,Completed
ORD-0000288,CUST-002519,2022-07-23 10:41:00,DC,Mobile App,East,Completed
ORD-0000289,CUST-001392,2022-12-25 18:23:51,CC,Marketplace,West,Completed
ORD-0000290,CUST-004938,2022-04-25 11:25:28,DC,Marketplace,Central,Completed
ORD-0000291,CUST-000112,2023-12-03 22:20:43,PayPal,Web,Central,Completed
ORD-0000292,CUST-002215,2022-11-28 19:06:14,CC,Mobile App,Central,Completed
ORD-0000293,CUST-001249,2023-11-10 16:13:27,Bank Transfer,Web,North,Completed
ORD-0000294,CUST-004112,2024-10-01 06:44:11,Bank Transfer,Mobile App,North,Cancelled
ORD-0000295,CUST-003054,2022-06-12 12:44:12,Bank Transfer,Marketplace,Central,Completed
ORD-0000296,CUST-000689,2024-02-04 12:21:48,PayPal,Web,Central,Completed
ORD-0000297,CUST-002927,2024-01-24 06:05:50,COD,Mobile App,East,Completed
ORD-0000298,CUST-002601,2022-10-15 05:00:52,CC,Mobile App,South,Completed
ORD-0000299,CUST-002503,2022-10-17 09:37:47,COD,Mobile App,South,Completed
ORD-0000300,CUST-000490,2022-11-28 00:49:08,DC,Marketplace,North,Completed
ORD-0000301,CUST-003760,2022-12-19 13:58:46,PayPal,Web,South,Completed
ORD-0000302,CUST-001193,2022-03-09 11:22:22,PayPal,Mobile App,Central,Completed
ORD-0000303,CUST-002001,2022-08-07 10:35:43,PayPal,Mobile App,South,Completed
ORD-0000304,CUST-001861,2022-05-05 07:57:42,CC,Web,East,Completed
ORD-0000305,CUST-001800,2022-02-02 00:33:13,CC,Web,South,Completed
ORD-0000306,CUST-003476,2023-09-12 11:11:35,DC,Web,East,Completed
ORD-0000307,CUST-003917,2024-10-25 01:00:42,PayPal,Mobile App,Central,Completed
ORD-0000308,CUST-001091,2024-09-06 17:16:01,CC,Marketplace,South,Completed
ORD-0000309,CUST-002505,2024-08-13 14:32:43,COD,Marketplace,West,Completed
ORD-0000310,CUST-004245,,PayPal,Mobile App,Central,Completed
ORD-0000311,CUST-002505,2022-06-09 02:19:01,DC,Mobile App,North,Pending
ORD-0000312,CUST-003560,2023-08-17 22:30:19,COD,Mobile App,West,Completed
ORD-0000313,CUST-003664,2024-04-05 06:55:03,DC,Marketplace,West,Completed
ORD-0000314,CUST-000329,2024-06-26 04:07:15,CC,Marketplace,East,Completed
ORD-0000315,CUST-000391,2023-12-31 23:07:10,DC,Web,North,Completed
ORD-0000316,CUST-001180,2024-09-17 00:17:56,PayPal,Web,South,Cancelled
ORD-0000317,CUST-003026,2023-04-03 08:34:23,DC,Web,Central,Completed
ORD-0000318,CUST-002495,2023-04-21 07:43:32,CC,Mobile App,North,Completed
ORD-0000319,CUST-003327,2024-08-23 11:11:31,PayPal,Mobile App,Central,Completed
